index,lifehist,ModeReproduction,Symbionts,family_molecules,genus,spp_phylo,species_name,Location_name,ABSLatitude,volume,lg.eggsize,sstmean,sstvarall,chlamean
137,HHT,Hermaphrodite,No,Mussidae,Pseudodiploria,FAV_Diploria_strigosa,Pseudodiploria strigosa,Puerto-Rico,18.4602,33510321.71,17.32736406,27.54188,1.154481483,0.3141232
138,HHT,Hermaphrodite,No,Merulinidae,Echinopora,FAV_Echinopora_gemmacea,Echinopora gemmacea,Central-Great-Barrier-Reef,18.503651,20579526.29,16.83980727,26.24575,3.554597412,0.3615135
139,HHT,Hermaphrodite,No,Merulinidae,Echinopora,FAV_Echinopora_lamellosa,Echinopora lamellosa,NanwanBay-S-Taiwan,21.947181,5203720.976,15.4648845,26.79359,3.911799642,0.2789011
140,HHT,Hermaphrodite,No,Merulinidae,Echinopora,FAV_Echinopora_lamellosa,Echinopora lamellosa,Taiwan,23.099174,9309366.855,16.04653164,26.60095,3.337059405,0.3223763
141,HHT,Hermaphrodite,No,Merulinidae,Echinopora,FAV_Echinopora_lamellosa,Echinopora lamellosa,Yenliao-Bay_Taiwan,25.060262,8992029.843,16.01184917,23.66956,11.36513777,0.6458806
142,HHT,Hermaphrodite,No,Merulinidae,Dipsastraea,FAV_Favia_favus,Dipsastraea favus,Eilat_Israel,29.509704,32269327.05,17.28962771,24.18318,5.098983997,0.1745565
143,HHT,Hermaphrodite,No,Merulinidae,Dipsastraea,FAV_Favia_favus,Dipsastraea favus,Lizard-Island,14.686824,39985946.39,17.50403861,26.4547,3.842254668,0.2906735
144,HHT,Hermaphrodite,No,Merulinidae,Dipsastraea,FAV_Favia_laxa,Dipsastraea laxa,Taiwan,23.099174,32269327.05,17.28962771,26.60095,3.337059405,0.3223763
145,HHT,Hermaphrodite,No,Merulinidae,Dipsastraea,FAV_Favia_pallida,Dipsastraea pallida,Central-Great-Barrier-Reef,18.503651,41629767.74,17.54432604,26.24575,3.554597412,0.3615135
146,HHT,Hermaphrodite,No,Merulinidae,Dipsastraea,FAV_Favia_pallida,Dipsastraea pallida,North-Bay_Lord-Howe-Island,31.52,22836345.83,16.94386394,21.47838,4.443339374,0.2660914
147,HHT,Hermaphrodite,No,Merulinidae,Dipsastraea,FAV_Favia_pallida,Dipsastraea pallida,Taiwan,23.099174,51298114.24,17.75316455,26.60095,3.337059405,0.3223763
148,HHT,Hermaphrodite,No,Merulinidae,Dipsastraea,FAV_Favia_speciosa,Dipsastraea speciosa,Taiwan,23.099174,39070134.91,17.48086892,26.60095,3.337059405,0.3223763
149,HHT,Hermaphrodite,No,Merulinidae,Dipsastraea,FAV_Favia_speciosa,Dipsastraea speciosa,Wakayama,33.690591,33510321.71,17.32736406,23.25044,16.37128127,0.5466246
150,HHT,Hermaphrodite,No,Merulinidae,Goniastrea,FAV_Favia_stelligera,Goniastrea stelligera,ScottReef-W-Australia,14.001409,14137166.93,16.46431784,28.78224,2.197272582,0.2765393
151,HHT,Hermaphrodite,No,Merulinidae,Favites,FAV_Favites_abdita,Favites abdita,Heron-Island,23.43735,32024863.39,17.28202314,24.39077,4.426336301,0.4277969
152,HHT,Hermaphrodite,No,Merulinidae,Favites,FAV_Favites_abdita,Favites abdita,Kochi-Japan,32.779252,33510321.71,17.32736406,22.31384,14.64816405,0.462288
153,HHT,Hermaphrodite,No,Merulinidae,Favites,FAV_Favites_abdita,Favites abdita,Tiao-Shi-Nanwan-Kenting_Taiwan,21.957822,39070134.91,17.48086892,26.69642,3.871768518,0.3044986
154,HHT,Hermaphrodite,No,Merulinidae,Favites,FAV_Favites_chinensis,Favites chinensis,Yenliao-Bay_Taiwan,25.060262,32269327.05,17.28962771,23.66956,11.36513777,0.6458806
155,HHT,Hermaphrodite,No,Merulinidae,Favites,FAV_Favites_complanata,Favites complanata,Central-Great-Barrier-Reef,18.503651,31059355.65,17.25141063,26.24575,3.554597412,0.3615135
156,HHT,Hermaphrodite,No,Merulinidae,Favites,FAV_Favites_complanata,Favites complanata,Taiwan,23.099174,23031527.36,16.95237459,26.60095,3.337059405,0.3223763
157,HHT,Hermaphrodite,No,Merulinidae,Favites,FAV_Favites_halicora,Favites halicora,North-Bay_Lord-Howe-Island,31.52,22836345.83,16.94386394,21.47838,4.443339374,0.2660914
158,HHT,Hermaphrodite,No,Merulinidae,Favites,FAV_Favites_halicora,Favites halicora,Orpheus,18.636954,33762277.94,17.3348547,26.11052,6.357074713,0.8734128
159,HHT,Hermaphrodite,No,Merulinidae,Favites,FAV_Favites_pentagona,Favites pentagona,Eilat_Israel,29.509704,7238229.498,15.79488719,24.18318,5.098983997,0.1745565
160,HHT,Hermaphrodite,No,Merulinidae,Paragoniastrea,FAV_Favites_russelli,Paragoniastrea russelli,Yenliao-Bay_Taiwan,25.060262,20944834.9,16.85740263,23.66956,11.36513777,0.6458806
161,HHT,Hermaphrodite,No,Merulinidae,Favites,FAV_Favites_valenciennesi,Favites valenciennesi,Kochi-Japan,32.779252,47712938.19,17.68071316,22.31384,14.64816405,0.462288
162,HHT,Hermaphrodite,No,Merulinidae,Favites,FAV_Favites_valenciennesi,Favites valenciennesi,Taiwan,23.099174,26954261.8,17.10965198,26.60095,3.337059405,0.3223763
163,HHT,Hermaphrodite,No,Merulinidae,Coelastrea,FAV_Goniastrea_aspera,Coelastrea aspera,Geoffrey-Bay_Magnetic-Island,19.156016,23418250.21,16.9690262,25.73539,9.067469978,3.2740746
164,HHT,Hermaphrodite,No,Merulinidae,Coelastrea,FAV_Goniastrea_aspera,Coelastrea aspera,Pioneer-Bay_Orpheus-Island,18.609756,22257424.14,16.91818618,26.12825,6.534270913,1.118393
165,HHT,Hermaphrodite,No,Merulinidae,Coelastrea,FAV_Goniastrea_aspera,Coelastrea aspera,Sesoko-Island_Okinawa,26.654282,20339662.79,16.82808337,24.90274,8.281658017,0.3931716
166,HHT,Hermaphrodite,No,Merulinidae,Coelastrea,FAV_Goniastrea_aspera,Coelastrea aspera,Tiao-Shi-Nanwan-Kenting_Taiwan,21.957822,40478780.64,17.51628846,26.69642,3.871768518,0.3044986
167,HHT,Hermaphrodite,No,Merulinidae,Paragoniastrea,FAV_Goniastrea_australensis,Paragoniastrea australensis,Pot-Holes_Lord-Howe-Island,31.562575,27391349.5,17.12573781,21.51011,4.36817106,0.2387668
168,HHT,Hermaphrodite,No,Merulinidae,Paragoniastrea,FAV_Goniastrea_australensis,Paragoniastrea australensis,Solitary-Islands_Australia,29.924725,31086500.33,17.25228421,22.32569,4.45862651,0.7583831
169,HHT,Hermaphrodite,No,Merulinidae,Goniastrea,FAV_Goniastrea_edwardsi,Goniastrea edwardsi,Heron-Island,23.43735,11284536.55,16.2389439,24.39077,4.426336301,0.4277969
170,HHT,Hermaphrodite,No,Merulinidae,Goniastrea,FAV_Goniastrea_edwardsi,Goniastrea edwardsi,Taiwan,23.099174,15298567.74,16.54326977,26.60095,3.337059405,0.3223763
171,HHT,Hermaphrodite,No,Merulinidae,Goniastrea,FAV_Goniastrea_favulus,Goniastrea favulus,Geoffrey-Bay_Magnetic-Island,19.156016,58286533.6,17.88088164,25.73539,9.067469978,3.2740746
172,HHT,Hermaphrodite,No,Merulinidae,Goniastrea,FAV_Goniastrea_favulus,Goniastrea favulus,Heron-Island,23.43735,69455900.92,18.05620259,24.39077,4.426336301,0.4277969
173,HHT,Hermaphrodite,No,Merulinidae,Goniastrea,FAV_Goniastrea_pectinata,Goniastrea pectinata,Kochi-Japan,32.779252,22449297.5,16.92676988,22.31384,14.64816405,0.462288
174,HHT,Hermaphrodite,No,Merulinidae,Goniastrea,FAV_Goniastrea_retiformis,Goniastrea retiformis,Eilat_Israel,29.509704,16365537.83,16.61068833,24.18318,5.098983997,0.1745565
175,HHT,Hermaphrodite,No,Merulinidae,Goniastrea,FAV_Goniastrea_retiformis,Goniastrea retiformis,Orpheus,18.636954,26737472.4,17.1015766,26.11052,6.357074713,0.8734128
176,HHT,Hermaphrodite,No,Merulinidae,Goniastrea,FAV_Goniastrea_retiformis,Goniastrea retiformis,Pioneer-Bay_Orpheus-Island,18.609756,26737472.4,17.1015766,26.12825,6.534270913,1.118393
177,HHT,Hermaphrodite,No,Merulinidae,Goniastrea,FAV_Goniastrea_retiformis,Goniastrea retiformis,Taiwan,23.099174,88067538.41,18.29361456,26.60095,3.337059405,0.3223763
178,HHT,Hermaphrodite,No,Merulinidae,Leptoria,FAV_Leptoria_phrygia,Leptoria phrygia,Heron-Island,23.43735,47663303.92,17.67967235,24.39077,4.426336301,0.4277969
179,HHT,Hermaphrodite,No,Merulinidae,Leptoria,FAV_Leptoria_phrygia,Leptoria phrygia,Matautu-Apia-Samoa,13.819978,47712938.19,17.68071316,28.83265,0.637835753,0.1303333
180,HHT,Hermaphrodite,No,Merulinidae,Leptoria,FAV_Leptoria_phrygia,Leptoria phrygia,MombasaMNP-Kenya,4.026741,7157104.373,15.78361604,27.07738,1.469125806,0.2810418
181,HHT,Hermaphrodite,No,Merulinidae,Leptoria,FAV_Leptoria_phrygia,Leptoria phrygia,Pioneer-Bay_Orpheus-Island,18.609756,47712938.19,17.68071316,26.12825,6.534270913,1.118393
182,HHT,Hermaphrodite,No,Merulinidae,Leptoria,FAV_Leptoria_phrygia,Leptoria phrygia,Tiao-Shi-Nanwan-Kenting_Taiwan,21.957822,55761397.12,17.83659238,26.69642,3.871768518,0.3044986
183,HHT,Hermaphrodite,No,Merulinidae,Orbicella,FAV_Montastraea_annularis,Orbicella annularis,Puerto-Rico,18.4602,14137166.93,16.46431784,27.54188,1.154481483,0.3141232
184,HHT,Hermaphrodite,No,Merulinidae,Astrea,FAV_Montastraea_curta,Astrea curta,Heron-Island,23.43735,28818571.18,17.17653057,24.39077,4.426336301,0.4277969
185,HHT,Hermaphrodite,No,Merulinidae,Astrea,FAV_Montastraea_curta,Astrea curta,North-Bay_Lord-Howe-Island,31.52,22836345.83,16.94386394,21.47838,4.443339374,0.2660914
186,HHT,Hermaphrodite,No,Merulinidae,Astrea,FAV_Montastraea_curta,Astrea curta,Solitary-Islands_Australia,29.924725,28361769.16,17.16055264,22.32569,4.45862651,0.7583831
187,HHT,Hermaphrodite,No,Merulinidae,Astrea,FAV_Montastraea_curta,Astrea curta,Yenliao-Bay_Taiwan,25.060262,24429024.45,17.01128251,23.66956,11.36513777,0.6458806
188,HHT,Hermaphrodite,No,Incertae sedis,Oulastrea,FAV_Oulastrea_crispata,Oulastrea crispata,Sesoko-Island_Okinawa,26.654282,1150346.512,13.95557377,24.90274,8.281658017,0.3931716
189,HHT,Hermaphrodite,No,Incertae sedis,Oulastrea,FAV_Oulastrea_crispata,Oulastrea crispata,Wakayama,33.690591,1767145.87,14.3848763,23.25044,16.37128127,0.5466246
190,HHT,Hermaphrodite,No,Merulinidae,Platygyra,FAV_Platygyra_contorta,Platygyra contorta,Kochi-Japan,32.779252,27611654.06,17.13374849,22.31384,14.64816405,0.462288
191,HHT,Hermaphrodite,No,Merulinidae,Platygyra,FAV_Platygyra_daedalea,Platygyra daedalea,Arabian-Gulf,24.97172,7238229.498,15.79488719,27.97327,22.4233218,1.9451716
192,HHT,Hermaphrodite,No,Merulinidae,Platygyra,FAV_Platygyra_daedalea,Platygyra daedalea,Heron-Island,23.43735,36000410.89,17.39904091,24.39077,4.426336301,0.4277969
193,HHT,Hermaphrodite,No,Merulinidae,Platygyra,FAV_Platygyra_daedalea,Platygyra daedalea,MombasaMNP-Kenya,4.026741,9044410.495,16.0176575,27.07738,1.469125806,0.2810418
194,HHT,Hermaphrodite,No,Merulinidae,Platygyra,FAV_Platygyra_daedalea,Platygyra daedalea,North-Bay_Lord-Howe-Island,31.52,22836345.83,16.94386394,21.47838,4.443339374,0.2660914
195,HHT,Hermaphrodite,No,Merulinidae,Platygyra,FAV_Platygyra_daedalea,Platygyra daedalea,Pioneer-Bay_Orpheus-Island,18.609756,32515031.56,17.29721305,26.12825,6.534270913,1.118393
196,HHT,Hermaphrodite,No,Merulinidae,Platygyra,FAV_Platygyra_daedalea,Platygyra daedalea,Tiao-Shi-Nanwan-Kenting_Taiwan,21.957822,37423371.74,17.43780598,26.69642,3.871768518,0.3044986
197,HHT,Hermaphrodite,No,Merulinidae,Platygyra,FAV_Platygyra_lamellina,Platygyra lamellina,Eilat_Israel,29.509704,26521848.69,17.09347943,24.18318,5.098983997,0.1745565
198,HHT,Hermaphrodite,No,Merulinidae,Platygyra,FAV_Platygyra_lamellina,Platygyra lamellina,Tiao-Shi-Nanwan-Kenting_Taiwan,21.957822,37423371.74,17.43780598,26.69642,3.871768518,0.3044986
199,HHT,Hermaphrodite,No,Merulinidae,Platygyra,FAV_Platygyra_pini,Platygyra pini,Taiwan,23.099174,44907035.81,17.62010504,26.60095,3.337059405,0.3223763
200,HHT,Hermaphrodite,No,Merulinidae,Platygyra,FAV_Platygyra_sinensis,Platygyra sinensis,Central-Great-Barrier-Reef,18.503651,32269327.05,17.28962771,26.24575,3.554597412,0.3615135
201,HHT,Hermaphrodite,No,Merulinidae,Platygyra,FAV_Platygyra_sinensis,Platygyra sinensis,Geoffrey-Bay_Magnetic-Island,19.156016,34782732.18,17.36463162,25.73539,9.067469978,3.2740746
202,HHT,Hermaphrodite,No,Merulinidae,Platygyra,FAV_Platygyra_sinensis,Platygyra sinensis,Taiwan,23.099174,41051584.81,17.53034,26.60095,3.337059405,0.3223763
203,HHT,Hermaphrodite,No,Merulinidae,Hydnophora,MER_Hydnophora_exesa,Hydnophora exesa,North-Bay_Lord-Howe-Island,31.52,15298567.74,16.54326977,21.47838,4.443339374,0.2660914
204,HHT,Hermaphrodite,No,Merulinidae,Hydnophora,MER_Hydnophora_exesa,Hydnophora exesa,Pioneer-Bay_Orpheus-Island,18.609756,22066647.42,16.90957786,26.12825,6.534270913,1.118393
205,HHT,Hermaphrodite,No,Merulinidae,Hydnophora,MER_Hydnophora_pilosa,Hydnophora pilosa,North-Bay_Lord-Howe-Island,31.52,15298567.74,16.54326977,21.47838,4.443339374,0.2660914
206,HHT,Hermaphrodite,No,Merulinidae,Merulina,MER_Merulina_ampliata,Merulina ampliata,Pioneer-Bay_Orpheus-Island,18.609756,20398475.79,16.83097074,26.12825,6.534270913,1.118393
207,HHT,Hermaphrodite,No,Merulinidae,Merulina,MER_Merulina_ampliata,Merulina ampliata,Tiao-Shi-Nanwan-Kenting_Taiwan,21.957822,12248889.65,16.32094585,26.69642,3.871768518,0.3044986
208,HHT,Hermaphrodite,No,Merulinidae,Merulina,MER_Paraclavarina_triangularis,Merulina triangularis,Central-Great-Barrier-Reef,18.503651,22449297.5,16.92676988,26.24575,3.554597412,0.3615135
209,HHT,Hermaphrodite,No,Lobophyllidae,Homophyllia,MUS_Acanthastrea_bowerbanki,Homophyllia bowerbanki,Pot-Holes_Lord-Howe-Island,31.562575,59365579.1,17.89922514,21.51011,4.36817106,0.2387668
210,HHT,Hermaphrodite,No,Lobophyllidae,Acanthastrea,MUS_Acanthastrea_echinata,Acanthastrea echinata,Eilat_Israel,29.509704,14137166.93,16.46431784,24.18318,5.098983997,0.1745565
211,HHT,Hermaphrodite,No,Lobophyllidae,Acanthastrea,MUS_Acanthastrea_echinata,Acanthastrea echinata,Tiao-Shi-Nanwan-Kenting_Taiwan,21.957822,45520791.25,17.63367973,26.69642,3.871768518,0.3044986
212,HHT,Hermaphrodite,No,Lobophyllidae,Micromussa,MUS_Acanthastrea_lordhowensis,Micromussa lordhowensis,Solitary-Islands_Australia,29.924725,33510321.71,17.32736406,22.32569,4.45862651,0.7583831
213,HHT,Hermaphrodite,No,Lobophyllidae,Cynarina,MUS_Cynarina_lacrymalis,Cynarina lacrymalis,Eilat_Israel,29.509704,9743976.82,16.09215989,24.18318,5.098983997,0.1745565
214,HHT,Hermaphrodite,No,Lobophyllidae,Lobophyllia,MUS_Lobophyllia_corymbosa,Lobophyllia corymbosa,Central-Great-Barrier-Reef,18.503651,113097335.3,18.54375938,26.24575,3.554597412,0.3615135
215,HHT,Hermaphrodite,No,Lobophyllidae,Lobophyllia,MUS_Lobophyllia_corymbosa,Lobophyllia corymbosa,Lizard-Island,14.686824,158058331.6,18.87847471,26.4547,3.842254668,0.2906735
216,HHT,Hermaphrodite,No,Lobophyllidae,Lobophyllia,MUS_Lobophyllia_hemprichii,Lobophyllia hemprichii,Central-Great-Barrier-Reef,18.503651,278261857,19.44407316,26.24575,3.554597412,0.3615135
217,HHT,Hermaphrodite,No,Lobophyllidae,Lobophyllia,MUS_Lobophyllia_hemprichii,Lobophyllia hemprichii,Eilat_Israel,29.509704,12770050.59,16.36261319,24.18318,5.098983997,0.1745565
218,HHT,Hermaphrodite,No,Mussidae,Mussismilia,MUS_Mussismilia_braziliensis,Mussismilia braziliensis,Abrolhos-Reef-Complex_Brazil,17.968303,31370985.66,17.261394,25.94035,1.163043618,0.6749207
219,HHT,Hermaphrodite,No,Mussidae,Mussismilia,MUS_Mussismilia_harttii,Mussismilia harttii,Abrolhos-Reef-Complex_Brazil,17.968303,36325118.88,17.40802004,25.94035,1.163043618,0.6749207
220,HHT,Hermaphrodite,No,Mussidae,Mussismilia,MUS_Mussismilia_hispida,Mussismilia hispida,Abrolhos-Reef-Complex_Brazil,17.968303,49843249.05,17.72439362,25.94035,1.163043618,0.6749207
221,HHT,Hermaphrodite,No,Merulinidae,Echinophyllia,PEC_Echinophyllia_aspera,Echinophyllia aspera,Kochi-Japan,32.779252,33510321.71,17.32736406,22.31384,14.64816405,0.462288
222,HHT,Hermaphrodite,No,Merulinidae,Echinophyllia,PEC_Echinophyllia_aspera,Echinophyllia aspera,North-Bay_Lord-Howe-Island,31.52,44602238.22,17.6132946,21.47838,4.443339374,0.2660914
223,HHT,Hermaphrodite,No,Merulinidae,Echinophyllia,PEC_Echinophyllia_aspera,Echinophyllia aspera,Taiwan,23.099174,30583965.92,17.23598644,26.60095,3.337059405,0.3223763
224,HHT,Hermaphrodite,No,Merulinidae,Mycedium,PEC_Mycedium_elephantotus,Mycedium elephantotus,Central-Great-Barrier-Reef,18.503651,41629767.74,17.54432604,26.24575,3.554597412,0.3615135
225,HHT,Hermaphrodite,No,Merulinidae,Mycedium,PEC_Mycedium_elephantotus,Mycedium elephantotus,Taiwan,23.099174,21876963.8,16.90094476,26.60095,3.337059405,0.3223763
226,HHT,Hermaphrodite,No,Merulinidae,Pectinia,PEC_Pectinia_alcicornis,Pectinia alcicornis,Central-Great-Barrier-Reef,18.503651,22449297.5,16.92676988,26.24575,3.554597412,0.3615135
227,HHT,Hermaphrodite,No,Merulinidae,Pectinia,PEC_Pectinia_paeonia,Pectinia paeonia,Central-Great-Barrier-Reef,18.503651,22449297.5,16.92676988,26.24575,3.554597412,0.3615135
228,HHT,Hermaphrodite,No,Siderastreidae,Pseudosiderastrea,SID_Pseudosiderastrea_tayami,Pseudosiderastrea tayamai,Ogimi-son-Okinawa,26.706429,65449846.83,17.99679471,24.76451,9.943401796,0.2188901
229,HVT,Hermaphrodite,Yes,Acroporidae,Montipora,ACR_Montipora_aequituberculata,Montipora aequituberculata,Eilat_Israel,29.509704,12770050.59,16.36261319,24.18318,5.098983997,0.1745565
230,HVT,Hermaphrodite,Yes,Acroporidae,Montipora,ACR_Montipora_aequituberculata,Montipora aequituberculata,Tiao-Shi-Nanwan-Kenting_Taiwan,21.957822,7329084.878,15.80736122,26.69642,3.871768518,0.3044986
231,HVT,Hermaphrodite,Yes,Acroporidae,Montipora,ACR_Montipora_digitata,Montipora digitata,Akajima-Okinawa,26.210999,27611654.06,17.13374849,25.30125,7.585215532,0.1482767
232,HVT,Hermaphrodite,Yes,Acroporidae,Montipora,ACR_Montipora_digitata,Montipora digitata,Heron-Island,23.43735,32402158.21,17.29373559,24.39077,4.426336301,0.4277969
233,HVT,Hermaphrodite,Yes,Acroporidae,Montipora,ACR_Montipora_digitata,Montipora digitata,Orpheus,18.636954,20039566.66,16.81321921,26.11052,6.357074713,0.8734128
234,HVT,Hermaphrodite,Yes,Acroporidae,Montipora,ACR_Montipora_digitata,Montipora digitata,Pioneer-Bay_Orpheus-Island,18.609756,20039566.66,16.81321921,26.12825,6.534270913,1.118393
235,HVT,Hermaphrodite,Yes,Acroporidae,Montipora,ACR_Montipora_digitata,Montipora digitata,Sesoko-Island_Okinawa,26.654282,29416767.12,17.19707538,24.90274,8.281658017,0.3931716
236,HVT,Hermaphrodite,Yes,Acroporidae,Montipora,ACR_Montipora_foliosa,Montipora foliosa,Tiao-Shi-Nanwan-Kenting_Taiwan,21.957822,26521848.69,17.09347943,26.69642,3.871768518,0.3044986
237,HVT,Hermaphrodite,Yes,Acroporidae,Montipora,ACR_Montipora_hispida,Montipora hispida,Akajima-Okinawa,26.210999,27611654.06,17.13374849,25.30125,7.585215532,0.1482767
238,HVT,Hermaphrodite,Yes,Acroporidae,Montipora,ACR_Montipora_tuberculosa,Montipora tuberculosa,Central-Great-Barrier-Reef,18.503651,22449297.5,16.92676988,26.24575,3.554597412,0.3615135
239,HVT,Hermaphrodite,Yes,Pocilloporidae,Pocillopora,POC_Pocillopora_eydouxi,Pocillopora eydouxi,Sesoko-Island_Okinawa,26.654282,1317089.677,14.09093507,24.90274,8.281658017,0.3931716
240,HVT,Hermaphrodite,Yes,Pocilloporidae,Pocillopora,POC_Pocillopora_verrucosa,Pocillopora verrucosa,Sesoko-Island_Okinawa,26.654282,233859.3207,12.36247502,24.90274,8.281658017,0.3931716
241,HVT,Hermaphrodite,Yes,Pocilloporidae,Pocillopora,POC_Pocillopora_verrucosa,Pocillopora verrucosa,Yanbu,23.954378,1707741.269,14.35068216,27.73925,4.511218825,0.2366967
